number,text
395,"このうち「機械判読に適したもの」として,「コンピュータプログラムが自動的にデータを加工,編集できること」ができるようなものも含め,オープンデータを普及させる取組が官民をあげて推進されている(官民データ活用推進基本法(平成28年制定・施行))。このようなオープンデータが公開されることにより,次のような効果が期待されている。"
396,"オープンデータとしてデータが公開される意義・効果 1.国民参加・官民共同の推進を通じた諸課題の解決,経済活性化,多様なサービスの提供・公共サービスの提供・改善,諸問題の解決への貢献 2.行政の高度化・効率化,情報を根拠とした政策・施策の企画・立案,効果的な行政の推進 3.透明性・信頼の向上,政策などに関する十分な分析・判読が可能,行政の透明性・信頼性の向上"
397,"データを活用するためには,容易にデータを処理する必要がある。特に災害発生時のように緊急を要する場合には,迅速性が求められる。紙の資料を読み取った画像だけのPDFファイルを活用するには,改めてデータを入力することが必要となる。また,表計算ソフトウェアに入力されたデータであっても,印刷するための書式では,データを活用するために整形することが必要となる。一方,プログラムを用いてデータを二次利用する場合に,機械判読が可能となっていれば,さまざまなデータを組み合わせて新たな情報を生み出すことができる。"
398,"オープンデータが十分に活用されるよう,総務省による研修資料では,図表2のようにファイル形式を掲載し,利用しやすいデータの公開を推進している。"
399,"国や地方公共団体では,様々なデータをオープンデータとして公開している。国により,人口や世帯,経済,産業,安全,環境,教育など省庁が調査したデータが公開されている。また,気象庁が観測した気象データ,国立環境研究所による大気汚染や騒音などの観測データなど,専門的に観測しているデータも公開されている。"
400,"地方公共団体では,取り組みにばらつきはあるが,市町村の人口だけでなく,町丁字ごとの人口や避難場所,地方公共団体が設置したAEDの設置場所,フリースポットの場所,市内を走るバスに関するデータなど生活に密着したデータを公開している地方公共団体もある。"
401,"データの活用方法として,最大値,最小値,中央値,四分位数,最頻値,平均値,分散,標準偏差といった基本統計量を求め,各統計指標の状況を整理したり,相関分析や回帰分析等を通して問題発見や問題解決に役立てることが考えられる。そのような統計的な分析だけでなく,データを可視化することにより,問題発見や問題解決ができる。"
402,"ここでは,地理情報データをGIS(Geographic Information System)を用いて可視化することを取り上げる。GISには,無料のMANDARA10,Quantum GISや有料のArcGISなどがあり,防災等の地域分析が可能となる機能が提供されている。ここでは,政府統計の総合窓口(e-Stat)の統計GISを用いて,データの可視化と問題発見を行う。"
403,"オープンデータである政府統計ポータルサイトから町丁・字等別人口密度のデータと埼玉県オープンデータポータルサイトから川越市のAED設置場所データを使って,2つのデータを重ねることで問題を発見してみましょう。"
404,"地図で見る統計(jSTAT MAP)は,ログインしなくてもある程度の機能は使える。しかし,今回は,オープンデータから川越市の公共AED設置場所データをjSTAT MAPにインポートして表示する。そのためには,アカウントを作成してログインする必要がある(図表4)。"
405,"アカウントを作成するには,はじめにメールアドレスを仮登録する。仮登録の直後に,本登録用の案内が書かれたメールが自動返送されるので,メールの指示に従って操作することによりアカウントが作成できる。"
406,"川越市のAED設置場所データを埼玉県オープンデータポータルサイト(https://opendata.pref.saitama.lg.jp)からダウンロードする。ここでは,緯度・経度が掲載されたCSVデータを取得している。(各サイトによっては取得方法が異なるため手順は省略する)"
407,"次にCSVデータをjSTAT MAPに読み込めるよう,Excelを使って整形する。CSVデータを開く際に文字コードの影響により,文字化けする場合がある。この場合には,メニューバーで[データ]に切り替え,「外部データの取り込み」の[テキストファイル]のボタンを使って開くことにより,文字コードを指定して開くことができる(図表5,Excel 2016の場合)。CSVデータを開いたら,最初の列には設置施設名,末尾の2列には経度・緯度となるように,列の順序を入れ替える(図表6)。図表6では,不要な列を非表示にしているが,削除してもよい。データの整形が終わったら,保存する。"
408,"jSTAT MAPを起動し,川越市のAED設置場所データと町丁・字等別人口密度を組み合わせた地図を作成する。ここでは,AED設置場所データを先に描画する。"
409,"メニューの[統計地図作成]を選択するとサブメニューが表示される。その中から[プロット作成]を選択すると,プロットの作成方法を選択する画面が表示される。手順2で整形したCSVデータを用いるので,[緯度経度付きファイル]を選択する。図表7のファイルを選択するウインドウ が表 示さ れる ので, [参照]ボタンを押し,手順2で整形したデータを選択して,アップロードする。正しくデータを読み込めた件数が表示されるので,必要に応じてグループ名やアイコンを変更して[登録する]ボタンをクリックする。以上でAED設置場所が地図上に表示される。"
410,"次に,川越市の小地域(町丁・字等別)の人口密度を描画する。人口密度のデータは,政府統計の総合窓口(e-Stat)で公開されているデータを用いる。メニューの[統計地図作成]を選択し,サブメニューの中から[統計グラフ作成]を選択する。図表8の左図が表示されるので,調査名を[国勢調査],年を2015年,集計単位を[小地域(町丁・字等別)],統計表を[人口性比,密度],指標を[密度(人口総数)]と順に選択する。表示する指標である[密度(人口総数)]を選択できたら,[指標選択]ボタンをクリックする。"
411,"図表8右図に切り替わるので,小計単位を[小地域],集計範囲を[行政界選択]とすると,都道府県,市区町村の順に選択できる。ここでは,埼玉県川越市を選択する。"
412,"目的の行政界を選択したら,[集計開始]ボタンをクリックする。"
413,"必要に応じて,人口密度の刻み幅を変更したり,凡例の表示を修正することにより,図表9のような地図が描画される。"
414,"描画された図から,人口密度が高いにも関わらずAEDの設置が少ない場所を見つける。"
415,"データの蓄積や検索が容易にできるよう,一定の形式でデータを整理してデータベースが用いられている。データベースのうち,特にリレーショナルデータベース(関係データベース)が広く用いられている。リレーショナルデータベースは,表形式で表現されたテーブルというデータの集合として管理する。テーブルの列には,フィールドといわれる「書籍名」や「作者名」という項目を割り当てる。1件分のデータはレコードといわれる1つの行で表す。また,複数のテーブルを関連付けて,結合して利用することもできる。リレーショナルデータベースには,有料のものの他にMySQL,PostgreSQLなどの無料で使えるものがある。リレーショナルデータベースを操作するには,SQL(Structured Query Language)という言語が用いられる。リレーショナルデータベースについての例を図表1に示す。"
416,"リレーショナルデータベースでは,「選択」・「射影」・「結合」という関係演算を用いて処理することが多い。選択はテーブルから条件を満たすレコードを抽出する操作である。図表1では,書籍テーブルから作者IDが1001であるレコードを選択した場合を示している。射影はテーブルから一部のフィールドを取り出す操作である。図表1では,書籍テーブルから「書籍名」のフィールドを抽出する例を示している。結合は複数のテーブルを1つの表にする操作である。"
417,"テーブルに対して,データを追加したり,レコードを削除したりすることもできる。これらの操作をするSQLも演習1に示す。"
418,"例に示したデータベースは,書籍と作者の2つのテーブルで構成されている。1つのテーブルにまとめてデータを管理することもできるが,すべてのレコードに同じ作者名が含まれることになる。テーブルを分けることにより,データが冗長になってしまうことを避けることができる。また,作者名の値を変更しなければならなくなった場合に作者名テーブルを更新するだけでよく,書籍テーブルを変更することなく済ませることができ変更漏れも生じない。このようなテーブル設計の工夫を,テーブルの正規化という。"
419,"つながりを表すデータなど,表形式以外の方法でデータを表現した方が扱いやすい場合がある。そのようなデータを表現する方法を理解する必要がある。"
420,"SNSでの人のつながりや鉄道の路線などのような関係性について図を使って表現する。図表2では,aからfまでの6人の人のつながりを表している。aからfまでの人を表す丸を頂点(バーテックスまたはノード),人と人とのつながりを表す線分を辺(エッジ)といい,頂点と辺で構成された図を離散グラフという。図表2では特に方向性を考えない無むこう向グラフになっている。人のつながりでの片想いの関係や一方通行の道路のような,方向性を考慮した有向グラフを考えることもできる。"
421,"図表2の離散グラフをコンピュータ上で表現するには,コンピュータで扱うことができるデータ形式で表現する必要がある。一つの例として,2次元配列を用いて表現することができる。頂点どうしがつながっていれば1,つながっていなければ0として表現する。このように表現する方法を隣接行列という。隣接行列を用いて表現する場合,辺の本数が少ない場合には,隣接行列の要素の多くが0である疎行列になってしまう。"
422,"そこで,接続している頂点のリストを頂点ごとにデータとして,次のような隣接リストとして表現する方法が考えられる。頂点aには頂点bとcが接続していることを示し,頂点b以下も同様である。"
423,"{a : [ b,c,d ] , b : [ a , d ] , c : [ a , d ] , d : [ a , b , c , e ] , e : [ d , f ] , f : [ e ] }"
424,"隣接リストでは,注目している頂点という項目と,接続している頂点のリストという値との組として表現されている。このように,項目(キー)と値(バリュー)との組により表現されるデータの形式をキー・バリュー形式という。"
425,"隣接リストの形式では,疎行列のような不要なデータについては解消されるが,頂点同士が接続しているかどうかを調べるには隣接リストをたどって調べる必要が生じる。離散グラフをコンピュータ上で扱う際には,離散グラフを用いてどのような問題を解決するかを考えて表現することが求められる。"
426,"インターネット上のシステムによりさまざまなデータが提供されている。前項ではサイト上からcsv形式のデータをダウンロードして問題解決に用いたが,プログラムでデータを扱えるようWeb API(Application Programming Interface)によりデータを提供しているサイトが多くある。Web APIでは,XML形式やJSON形式でデータが提供されている場合が多い。XML形式での属性と要素の組合せ,JSON形式でのキーと値の組合せにより,項目と値をセットにして扱うことができる。"
427,"ここで,実際にWeb APIを利用してデータを取得する。Web APIを利用するには,一般にユーザ登録が必要である。"
428,"ここでは例として,YAHOO!JAPANデベロッパーネットワークに登録し,気象情報APIを使って,JSON形式とXML形式のデータを取得する。"
429,"YAHOO!JAPANのユーザ登録をし,ログインしてクライアントIDの申請を行う。APIを使えるようにするため,「新しいアプリケーションを開発」の登録をhttps://e.developer.yahoo.co.jp/registerにアクセスして行う。クライアントIDを取得できたら,ブラウザからWeb APIを利用して60分後までの降水量の予測値のデータをXML形式とJSON形式で取得する。ここでは,取得できるデータ形式の一部を図表3に示す。「クライアントID」と書かれた箇所には,先に登録したクライアントIDを用いる。"
430,"データを取得するURL(入力時には改行しない) https://map.yahooapis.jp/weather/V1/place?appid={クライアントID}&coordinates=経度(東経),緯度(北緯)&output={jsonまたはxml}"
431,"XML形式では,タグがキーになっており,タグ間にバリューがはさまれている。JSON形式では,コロンの前が項目,コロンの後ろが値になっている。若干の値の違いはあるが,いずれも項目と値をセットにしてデータが表現されている。APIについては,サービスが停止したり,該当のURLが変更になったり,問い合わせの書式が変わったりする場合がある。APIを使ってデータを取得する場合は,そのサービスが提供されているかを確認するとともに,最新のURLと問い合わせの書式を調べて行う必要がある。"
432,"キー・バリュー形式のデータを扱うことができるプログラミング言語もある。プログラミング言語によっては,連想配列・ハッシュ・辞書などと呼ばれている。ここでは,Pythonの辞書というデータ構造を用いて連絡先のリストを作ることを題材として,データを追加し,表示するプログラムを扱う。"
433,"携帯電話の普及に伴い,固定電話を自宅に有しない人もいる。また,一人で複数のメールアドレスを使っている人も珍しくない。次にあげる3名の連絡先をキー・バリュー形式でmembersという配列に代入し,表示するプログラムを例示する。"
434,"(1)でリレーショナルデータベースを扱ったが,Amazon Dynamo DBやオープンソースであるHibariといったキー・バリュー形式に対応したデータベースもある。また,他のデータ形式に対応したデータベースもあり,これらのデータベースを総称してNoSQLと呼ばれている。NoSQLはビッグデータの活用と関連して注目されている。"
435,"ここで,キー・バリュー形式で取得できたデータを用いて,問題発見に役立てる。SNSの開発者登録が必要ではあるが,SNSでつながりがあるユーザーのデータをWeb APIを利用して取得することができる。ここでは, Web APIを利用して,JSON形式のデータを取得できたものとして演習を行う。"
436,"下の図表5で自分をaとする。自分の2人の友人b,cが共通につながっている人は,自分の友人である可能性が高い。このような人を発見して,おすすめのユーザーとして提案する。"
437,"上の図表5で,自分aのつながりがあるユーザーは,次のような隣接リストで表現できる。 自分 { “ids” : [ “b” , “c” , “d” , “f” ] } 友人b,cについても同様に隣接リストはそれぞれ 友人b { “ids” : [ “a” , “c” , “d” , “e” , “g” ] } 友人c { “ids” : [ “a” , “b” , “d” , “e” , “h” ] }"
438,"とである。SNSでの隣接リストは,Web APIを利用すると同様のデータがJSON形式で取得できる。取得したデータから,次のように提案する。 1.友人b,cの共通の友人を見つける。共通の友人は,[ “a” , “d” , “e” ]である。 2.ここから,自分自身であるaと,既に友人となっているdを除く。 3.その結果である[ “e” ]を共通の友人として提案する。"
439,"プログラムを使って,同様の処理を行うことができる。"
440,"例えば,自分が住んでいる地域の夏の気象の傾向について調べるため,気象庁のウェブサイトから図表1のような日別のデータ(図表1-A)を,また,地域で取引される中古住宅の価格帯の傾向を調べるため,不動産会社のウェブサイトからデータ(図表1-B)を取得したとする。"
441,"データから対象の傾向を分析する場合,1行目にデータの項目名,2行目以降にその項目の値が入力された表を作成する(データの整理)。このように行が観測対象,列が観測項目に対応したデータで表現されるデータセットを構造化データという。"
442,"上記の気象データ(図表1-A)は時点が対象となり,その系列に沿って得られる時系列データといい,中古住宅の取引価格等データ(図表1-B)は時点が固定されて同質の対象(中古住宅)が複数観測されるクロスセクションデータという。どちらも,対象を大量に観察することで対象の傾向を分析することができる。時系列データは時間軸に沿った傾向(トレンド)の分析も行うことができる。"
443,"ここで記録されているデータの項目は,風向き,住宅の構造,内装状況のように分類項目(カテゴリー)の対象によってばらつく質的データと数直線上の値(数量)としてばらつく量的データに大きく分類される。さらにデータは測定される尺度(モノサシ)の違いで次の4種類に分けることができる。"
444,"質的データとして①名義尺度,②順序尺度,量的データとして③間隔尺度,④比例尺度などがある。①名義尺度の例としては,性別などがあり,対象について男,女などの分類をすることができる。②順序尺度の例としては,成績評価などがあり,対象について優,良、可のように分類することができるとともに,優>良>可のような順序構造がある。ただし,優と良,良と可の程度の差が一致する保障はない。③間隔尺度の例としては気温などがあげられる。摂氏と華氏の0が違うなど絶対的な原点はないが等単位制はあるので,データの差は意味を持ち,データの比は意味を持たない。④比例尺度の例としては,身長や体重などがある。0cmや0kgなど,絶対的な0を持ち等単位制もあるので,データの差だけでなくデータの比も意味を持つ。"
445,"尺度が異なれば,分析処理やグラフ表現に違いが出てくる。下記は尺度と分析の方法があっていない例である。 -数字で入力されている名義尺度のデータについて平均を計算してしまう。 -順序尺度のデータをカテゴリー別に集計した結果をカテゴリーの順序を無視して棒グラフや円グラフに表してしまう。(カテゴリーの例として,優,良,可など) -間隔尺度のデータに対して,例えば,気温15℃の地点Aと気温30℃の地点Bについて,地点Bは地点Aより2倍暑いと判断してしまう。"
446,"データ分析では,記録されたデータをそのまま統計処理するだけではなく,適時,欠測値の処理や層別,変数変換,水準化などのデータ変容(マネジメント)を行う。対象によっては,すべてのデータ項目が記録されていない場合もある。そのような記録のないデータを欠測値という。欠測値は,何も記入しないでおく,もしくは欠測コード(例えば999)を入力してデータとして区別できるようにしておく。その際,空白が数値の0や欠測コードが数値と混同して演算されないように注意する。欠測値は分析に際して,(ア)欠測値を含む対象全体の行(レコード)を削除する,(イ)欠測値を近いと思われる値で埋める等の処理を行うが,分析結果を提示する際にはその処理を明記する必要がある。"
447,"層別とは,名義尺度や順序尺度で記録されたデータの値を基に,データの対象をグループに分けて比較分析等をすることを指す。風向別に気温の傾向を比較,住宅構造別に価格の傾向を比較する等である。変数変換とはデータ項目の変換処理のことを言い,例えば,県別データ等で人口規模の影響を取り除いて比較するために人口1000人あたりの県民所得や病院数を算出したり,各住宅に対して床面積1㎡あたりの価格に変換したりするなどのデータ項目の変換処理をいう。水準化(レベル化)とは,量的データをある値でいくつかに区切って,順序尺度(質的データ)に変換することをいう。気温で,対象とする日を普通,夏日,真夏日などとする,世帯別所得金額を基に高所得,中所得,低所得と階級にする等である。"
448,"ここでは量的データの傾向を分析する方法を紹介する。学習指導要領では,小学校で,量的データのばらつき(分布)の記述として,ドットプロットや中心位置を示す統計量(代表値)である平均値・中央値・最頻値を学習する。ただし,最頻値に関しては,離散型データの場合は最頻値,連続型データの場合は階級を取った際の最大度数を示す最頻階級もしくはその階級値を指す。中学校では,度数分布やヒストグラム,四分位数及び四分位数に最小値と最大値を加えた5つの位置統計量(5数要約)を示す箱ひげ図による分布の意味を学習する。高等学校の数学Ⅰでは,分布の広がりを示す統計量である分散・標準偏差,外れ値や統計的仮説検定の考え方について学習する。四分位数はデータを大きさの順に並べたときに,データの個数(相対度数)を4等分する境界値で,データが小さい方から順に第1四分位数(Q1),第2四分位数(Q2)(中央値と同値),第3四分位数(Q3)という。累積相対度数は中学校で学習するが,四分位数はそれぞれ,下側累積25%点,下側累積50%点,下側累積75%点に相当する。四分位数を図示する方法として,箱ひげ図が用いられる。中学では四分位数に最小値と最大値を加えた5つの位置統計量(5数要約)を示す箱ひげ図,高校数学Ⅰでは,第1四分位数から第1四分位数− 1.5 × 四分位範囲(IQR)までの間の最小値,第3四分位数から第3四分位数+ 1.5 ×四分位範囲(箱の長さ)までの間の最大値をひげの両端とし,それ以上離れた値を外れ値として点で示す箱ひげ図(図表2)を学習する。"
449,"箱ひげ図は,箱の部分が分布の中心傾向を示し,ひげの部分が分布の裾を表す。箱ひげ図を並べることで量的データの分布の比較が簡単にできる(並列箱ひげ図)。"
450,"次に,(x,y)の関係性を数学Ⅰで学習する散布図・相関係数によって分析する。散布図上のデータのパターンから,右肩上がりの直線傾向(変量xの値が増えたとき変量yの値が直線的に増える傾向)にあるとき,2つの量的データには正の相関関係があるという。逆に変量xの値が増えたとき変量yの値が直線的に減る傾向にあるとき,負の相関関係があるという。相関関係があれば,次節で述べる単回帰直線(変量xの値が与えられたときの変量yの条件付平均値を表す直線)で,yの予測モデルを作成することができる。例えば,図表1-B 中古住宅の取引価格等のデータで,土地や床面積の広さから価格を予測する直線のモデル式を推測することができる。2変量間の関係は相関関係だけではなく,曲線的なパターンが当てはまることもある。散布図のデータに特段のパターンがない場合,言い換えれば変量xの値が変化しても変量yの分布に違いが見られない場合は,変量xとyの間に関係がない。つまり変量xは変量yの変化を予測するモデル構築に役に立たないということになる。相関関係の強弱と向きは,相関係数で評価できる。相関係数は-1から1の値を取り,符号が直線傾向の傾きに対応する。また,データが直線に近づいて分布するほど,絶対値の大きさが1に近くなる。表計算ソフトウェアのExcelではCORREL関数によって相関係数を求めることができる。"
451,"中古住宅の例では,住宅の価格の違いを住宅が持つ土地や床面積などの属性の違いで説明する予測式を導くことが分析の目的となる。このとき,予測される変量を目的変数といい,散布図ではy軸になる。また予測に用いる変数を説明変数といい,x軸に対応させる。データ(x , y)の間に相関関係があれば,直線(一次関数)y= α x+ βで傾向線を当てはめることができる。この直線を単回帰直線という。データが与えられたとき,データに最も当てはまるように直線の傾き(回帰係数)や切片を求め,傾きの解釈やyの予測を行うことを単回帰分析という。xが与えられたときの直線上の値(モデル値)と実際のyの値との差を残差といい,回帰直線は残差を2乗した値の総和が最小になるように決定されている(最小二乗法)。残差の絶対値が小さいほど回帰直線(モデル)の説明力が高いことになる。このモデルの説明力を測る指標が決定係数R2で,0から1の範囲の値をとる。決定係数の値が1に近いほど,回帰直線のデータへのあてはまりがよいといえる。データ点がすべて直線上にのっている状態,残差がすべて0となる状態では決定係数1となる。"
452,"量的データは,個数などの0,1,2,・・・という整数で表される離散型データと,長さ・重さなどの実数値で表される連続型データに分類される。データが研究対象である母集団から抜き取られた一部分(標本)から得られた調査データや実験データの場合,わたしたちが知りたいのはデータの背景である母集団特性値(母数)である。母数として典型的なものに,離散型データに対する母集団での比率(母比率)である支持率など,連続型データに対する母集団での平均値(母平均)である平均所得などがある。統計的推測とは,未知の母数を全数調査することなく,標本データから推測する統計的な考え方のことであり,母数を点推定や区間推定する推定の方法と母数に関する仮説の真偽を検証する仮説検定(以下,「検定」という)に分けられる。"
453,"検定の考え方は,自動レコメンドや、Webページなどである一定期間にAとBの2パターンを用意しておき,どちらが効果的な結果を残したかによってWebページを自動改善するA/Bテスト等,近年のデータに基づく情報技術を理解する上で重要になっている。中学校では標本調査,高校数学Ⅰでは仮説検定の考え方を学習する。検定は次の手順で行う。検証したい仮説(効果がある,差がある,等)を対立仮説H1と呼び,その反対の仮説(効果がない,差がない,等)を帰無仮説H0と呼ぶ。そして,標本データが帰無仮説上でどのような起こりやすさ(分布)の下で起こっているのかを確率で評価し,非常に小さな確率でしか起こらないことを証拠に,帰無仮説を棄却し対立仮説の成立を主張する。標本データから計算される検定統計量とその分布の違いによって,正規検定(Z検定),t検定,χ 2検定等の検定の種類がある。また,対立仮説の方向によって,両側検定,右(左)片側検定を選択する。検定には帰無仮説が正しいのに棄却してしまう誤り(第1種の過誤α),対立仮説が正しく帰無仮説が誤りなのに棄却されない誤り(第2種の過誤β)の2種類の誤りがある。第1種の過誤αを予め有意水準(検定の危険率)として,5%または1%で定めておき,帰無仮説上の分布で検定統計量の観測値が対立仮説の方向にその値以上にずれる確率(有意確率,p値)が有意水準以下になるとき,「帰無仮説は正しくない」と考え,帰無仮説は棄却され対立仮説を採択する。p値が有意水準より大きくなる場合は,帰無仮説が正しいというより,検出力の問題もあるので,今回のデータは帰無仮説を棄却する統計的な証拠にはならないという判断に留めることが重要である。"
454,"検定の目的とデータの前提条件等に応じて適切に検定の種類を選択すれば,データからエクセル関数等を利用して検定の有意確率を求めることができるので,検定の実行は容易である。"
455,"政府統計の総合窓口(e-Stat)の,次のURLにある平成29年度体力・運動能力調査のテスト項目の年次推移のデータをダウンロードする。 https://www.e-stat.go.jp/stat-search/files?page=1&layout=datalist&toukei=00402102&tstat=000001088875&cycle=0&tclass1=000001119456&second=1&second2=1 「体力運動能力調査 政府統計」で検索し,表示されたページで「平成29年度」を選択し,さらに「テスト項目の年次推移」を選択しても良い。"
456,"「科学の道具箱」の中から「データライブラリ-」のページから,「体力測定データ」を選択,その中の「02.高等学校体力測定データ」をダウンロードする。 https://rika-net.com/contents/cp0530/contents/04-03-01.html"
457,"【政府統計の総合窓口(e-Stat)】 ここでは,16歳男子を対象に分析したいので,それぞれのテスト項目から16歳男子のデータを抽出する。調査項目によっては平成10年度よりも前からのデータも含まれているため,平成10年度以降のものだけに揃える。次の手順で散布図行列を描くため,各項目が列になるように,貼り付ける操作をする際には,「形式を選択して貼り付け」のうち「行/列の入れ替え」を用いて行う。"
458,"【科学の道具箱】 高等学校体力測定データには,高1から高3までの男女のデータが含まれている。その中から「フィルター」もしくは「並べ替え」機能を使って,高1男子のみのデータとする。"
459,"表計算ソフトウェアのExcelでは,2つの項目間の関係を散布図で表したり,相関係数を求めたりすることができる。しかし,一度に複数の項目間の散布図を描くことはできない。複数の2項目間の散布図を行と列に対応させて並べて描画したものを散布図行列,同様に相関係数を行列で表したものを相関係数行列という。散布図行列を描画できるExcelのマクロを用意した。それにより描画した散布図行列は図表8である。相関係数行列はエクセルの「データ」→「データの分析」→「相関」からも作成することができる。また,「科学の道具箱」の「統計グラフソフトを使おう」からダウンロードできる中学生・高校生向けグラフソフトでも散布図行列の作成が可能である。"
460,"上記の2種類のデータは項目も調査対象も類似しているが,一方は年度毎で集計された時系列データ(マクロな統計指標)で,もう一方は生徒一人ひとりを対象としたいわゆる個票とよばれるマイクロデータである。時系列データには,時間推移に伴うトレンド要因(例えば,その期間に全般的に体力や運動能力そのものが低下傾向にあるなど)が交絡因子として,項目に対して共通に関係する場合もあり,単純に散布図や相関係数から項目同士の直接的な関係と一概に判断するのは誤りである。一方で個人を対象としているデータは,項目間の関係はより直接的に解釈できる。時系列データに関しては時点間の変化の関係として傾向を捉える必要がある。"
461,"上記の2種類のデータそれぞれに,単回帰モデルを当てはめ,予測モデルを構築する。まず,時系列データに関しては,横軸Xに年度,縦軸Yに1500m走(秒)をとった散布図を作成する。グラフの点をクリックし,マウスの右メニューで「近似曲線の追加」を選択,「線形近似」を選びグラフに数式とR2を追加すると,図表9-Aが得られる。回帰係数は-0.837秒/年となり,1年あたり記録が平均で0.837秒縮む傾向にあることがわかる。この予測式に,x=30を代入すると,30年度の予測値を求めることができる。また,このモデルの寄与率は50%である。"
462,"次に,個人の体力測定データに対して,立ち幅跳びの記録から50m(走)のタイムを予測する回帰モデルを同様の手順で求めると,図表9-Bとなる。回帰係数は,- 0.015秒/ cmなので,生徒間のばらつきから10cm立ち幅飛びの記録を高くすると,平均で50m走のタイムが0.15秒縮まる傾向にあることがわかる。また,このモデルの寄与率は45%である。"
463,"学習22において説明したように,データには尺度水準を基にすると,名義尺度,順序尺度,間隔尺度,比例尺度の4種類に分けて考えることができる。このうち,名義尺度と順序尺度をまとめて質的データまたはカテゴリ型データと呼ぶことがある。これらは量的データと異なり,一見すると数値で表されている場合などでも量的データと同様の演算や可視化を行うことができないことがあるので注意が必要である。質的データは,実際はテキスト(文字)などで表されるデータもあるが,それに数値が割り当てられている場合も多い。"
464,"例えば,男性に1,女性に0という数値が割り当てられているとき,その数値の平均値に意味はあるだろうか。確かに男女比を計算することが可能であり,プログラミングや表計算ソフトウェアにおいての集計では,よく利用される手法である。ところが,学年の項目に1,2,3などの数値が入力されている場合,これらの総和や平均値は何を意味するだろうか。発達段階を考慮した研究調査ならば,意味を持つ場合もあるかもしれない。アンケートなどを行う際などに仮に番号を付けたものなどについても同様のことが言える。それらの数値が順序しか意味を持たない場合,順序さえも意味を持たない場合などに分けて考えることにより,集計や平均値が意味を持つか否かが理解できる。右下のような主観的な判断を回答させる場合では,①と②では,回答者の意識が異なることなども理解させたい。一般的に,質的データに関しては,量的データと異なる処理と可視化が求められていることを理解したい。可視化に関しては,学習24で扱うこととする。"
465,"従来は,テキストなどの文字データに関しては,質的データとして使われたり,その表示内容として使用されたりすることが主であった。アンケートなどにおいても,選択肢やリッカート尺度などによる項目などの扱いに関しては,集計や分析がなされてきたが,自由記述の文章の分析をコンピュータで行うことができなかったために,人間による読解や手作業による分析や作業に頼らざるをえなかった。"
466,"近年,テキスト処理や自然言語に関するコンピュータによる処理技術が進み,文字認識や音声認識等の自然言語処理などと関連して,アンケート等の自由記述や小説などの長い文章に関する分析をすることも可能になった。"
467,"一般にコンピュータのプログラミング言語と区別して,人間の日常の会話や文章などに用いる日本語や英語などの言語を自然言語と呼ぶ。テキストデータの処理に関しては,英語と日本語では,その特性上大きく異なる。英語では,単語という区切りがあり,単語と単語の間には空白が空いているために単語を区切ることはそれほど難しくない。しかし,日本語の文章では,単語という区切りは,文章上からそのまま見てわかるわけではない。例えば,有名な早口言葉である「すもももももももものうち」などは,単語や品詞としてどのように分解すればよいのか,という処理が必要になる。また,英語でも日本語でも文法があり,品詞がある。また品詞によっては活用形があり,同じ品詞でも見かけ上は形が異なるものもあり,完全一致するものだけ検索することは難しい。"
468,"従来は人間が行っていたこのような処理をコンピュータで行うことで,様々な応用がなされている。アンケートの自由記述やお客様はがき・用紙の意見分析,小説等の作品・作者の傾向分析,Web上の記事の流行や内容の分析, TwitterやFacebook等のSNSなどの発言の分析やトレンドの抽出など,様々な分野で活用されている技術である。"
469,"ここでは日本語のテキストマイニングの基本について考えて,実際に実習をしてみよう。株式会社ユーザーローカルでは,様々なデータ分析のツールをWebベースで提供している。ソフトウェアのインストールなしにデータさえ用意すれば,手軽に利用できるので,授業でも活用できる。今回は,(株)ユーザーローカルのユーザーローカルテキストマイニングツール(https://textmining.userlocal.jp/)を使ってみる。以下のデータはユーザーローカルテキストマイニングツールにサンプルとして掲載されている,太宰治『走れメロス』のデータを分析した結果である。"
470,"ワードクラウド(左図)だけでなく,出現頻度グラフ(右図),共起キーワードなどの様々な可視化が表示される。Twitterの発言内容等も可視化してみると,生徒の興味や関心を高めることができる。そして,その傾向などについて,生徒の主観的な解釈を含めて,考えていくことでテキストマイニングへの理解を深めることが可能である。"
471,"テキストマイニングを中心にテキストデータの分析についての話をしてきた。これらのテキストデータの分析にはどのような応用が考えられるだろうか。例えば,最初にあげた小説の作品分析などでは,文学作品の作者の言葉の使い方などについて分析でき,未発表の作品などについて,その作者が書いたものであるかの真贋を確かめることができる。テキストだけでなく,写真,絵画や彫刻などの作品に関しても機械学習や深層学習などの技術を用いて鑑定することが可能になる。また,後者のようなSNSの発言分析などでは,発言の真偽だけでなく,その発言者の傾向や変化なども分析することが可能になる。これまでは,コンピュータによる分析というと数量的な分析が主であったものが,より人間の判断に近い分析ができるようになったということである。"
472,"また,これらの技術は,音声認識などにも活用されている。コンピュータやスマートフォン,スマートスピーカーに搭載されているAIアシスタント(Siri,Cortana,Alexaなど)も人間の音声をテキストに変換し,形態素解析を行い,意味解釈を行い,その回答を返すように作られている。かつては単なるパターンマッチングであったものが,このようなテキストマイニング技術と機械学習などの技術を融合することにより,人間と同じような機能を持つ機器が登場してきている。"
473,"名義尺度と順序尺度をまとめて質的データまたはカテゴリ型データと呼ぶことがある。これらは量的データと異なり,一見すると数値で表されている場合などでも量的データと同様の演算や可視化を行うことができないことがあるので注意が必要である。"
